3501.2	108.807
3500.31	111.597
3499.41	122.74
3498.51	114.355
3497.62	114.339
3496.72	117.111
3495.82	119.882
3494.93	114.29
3494.03	114.274
3493.13	136.552
3492.24	114.242
3491.34	114.226
3490.44	144.851
3489.54	122.549
3488.65	119.747
3487.75	114.161
3486.85	125.282
3485.95	111.346
3485.05	133.596
3484.16	130.794
3483.26	102.951
3482.36	125.193
3481.46	122.394
3480.56	108.47
3479.66	105.674
3478.76	139.025
3477.86	119.545
3476.96	100.07
3476.06	119.511
3475.17	119.494
3474.27	130.591
3473.37	119.46
3472.47	116.666
3471.57	111.095
3470.67	133.295
3469.76	124.946
3468.86	108.271
3467.96	99.9287
3467.06	141.546
3466.16	135.976
3465.26	135.956
3464.36	130.389
3463.46	127.597
3462.56	155.313
3461.66	116.468
3460.75	119.225
3459.85	141.386
3458.95	108.103
3458.05	124.717
3457.15	121.928
3456.24	108.058
3455.34	94.1908
3454.44	127.417
3453.54	116.32
3452.63	102.458
3451.73	110.75
3450.83	94.1243
3449.92	132.863
3449.02	116.238
3448.12	124.523
3447.21	99.6047
3446.31	124.488
3445.41	132.769
3444.5	107.859
3443.6	124.436
3442.69	110.594
3441.79	116.107
3440.89	93.9782
3439.98	99.4922
3439.08	129.874
3438.17	129.856
3437.27	127.075
3436.36	127.057
3435.46	127.039
3434.55	115.976
3433.64	99.3939
3432.74	104.901
3431.83	115.927
3430.93	118.67
3430.02	102.097
3429.12	121.396
3428.21	121.378
3427.3	132.394
3426.4	91.0081
3425.49	110.297
3424.58	129.581
3423.68	90.9696
3422.77	101.982
3421.86	118.503
3420.95	107.464
3420.05	115.714
3419.14	121.207
3418.23	96.4011
3417.32	118.419
3416.42	96.3738
3415.51	104.62
3414.6	118.369
3413.69	126.609
3412.78	112.831
3411.87	77.0446
3410.97	96.2921
3410.06	123.787
3409.15	99.0153
3408.24	121.002
3407.33	98.9873
3406.42	96.224
3405.51	112.704
3404.6	101.694
3403.69	112.672
3402.78	85.1788
3401.87	98.9033
3400.96	140.093
3400.05	101.622
3399.14	129.069
3398.23	109.83
3397.32	112.56
3396.41	120.779
3395.5	98.8055
3394.59	112.513
3393.68	107.009
3392.77	104.25
3391.85	101.493
3390.94	131.647
3390.03	85.0103
3389.12	128.868
3388.21	95.9522
3387.29	126.091
3386.38	90.4436
3385.47	101.392
3384.56	106.858
3383.65	128.759
3382.73	106.827
3381.82	104.074
3380.91	98.582
3379.99	95.8301
3379.08	104.029
3378.17	123.175
3377.25	79.3683
3376.34	114.931
3375.43	106.707
3374.51	128.577
3373.6	112.147
3372.68	98.4565
3371.77	98.4426
3370.86	98.4286
3369.94	101.148
3369.03	101.134
3368.11	106.586
3367.2	109.303
3366.28	117.484
3365.37	112.004
3364.45	92.8683
3363.54	101.048
3362.62	98.3033
3361.71	122.862
3360.79	95.5456
3359.87	90.0731
3358.96	84.6021
3358.04	111.877
3357.12	106.405
3356.21	133.669
3355.29	139.105
3354.38	98.178
3353.46	109.071
3352.54	103.603
3351.62	89.9583
3350.71	106.299
3349.79	119.91
3348.87	84.4704
3347.95	122.601
3347.04	114.411
3346.12	106.224
3345.2	111.656
3344.28	100.748
3343.36	106.179
3342.45	84.3866
3341.53	103.427
3340.61	100.691
3339.69	100.677
3338.77	122.427
3337.85	84.3269
3336.93	114.233
3336.01	106.059
3335.09	84.291
3334.17	111.466
3333.26	103.295
3332.34	103.281
3331.42	111.418
3330.5	97.817
3329.57	105.953
3328.65	122.237
3327.73	105.923
3326.81	89.6147
3325.89	116.754
3324.97	116.738
3324.05	105.863
3323.13	116.704
3322.21	130.256
3321.29	100.392
3320.37	111.229
3319.44	94.9382
3318.52	108.485
3317.6	103.046
3316.68	111.166
3315.76	100.306
3314.83	130.109
3313.91	100.278
3312.99	132.782
3312.07	124.634
3311.14	97.5261
3310.22	92.0949
3309.3	105.623
3308.37	100.193
3307.45	105.593
3306.53	138.064
3305.6	110.977
3304.68	105.548
3303.76	102.827
3302.83	94.6961
3301.91	129.85
3300.98	119.013
3300.06	102.769
3299.13	108.163
3298.21	97.3326
3297.29	113.539
3296.36	102.711
3295.44	129.722
3294.51	110.788
3293.58	99.9653
3292.66	102.652
3291.73	105.339
3290.81	102.623
3289.88	105.309
3288.96	124.193
3288.03	105.279
3287.1	89.0697
3286.18	107.948
3285.25	99.8377
3284.32	107.917
3283.4	113.297
3282.47	86.3093
3281.54	107.871
3280.62	91.6776
3279.69	97.0566
3278.76	78.1734
3277.83	107.81
3276.91	137.438
3275.98	118.557
3275.05	102.376
3274.12	107.749
3273.19	110.427
3272.27	118.49
3271.34	88.8549
3270.41	104.995
3269.48	102.289
3268.55	134.571
3267.62	94.1865
3266.69	91.4825
3265.76	86.0889
3264.83	121.045
3263.9	104.891
3262.98	121.011
3262.05	107.55
3261.12	86.0278
3260.19	118.271
3259.26	102.129
3258.32	104.802
3257.39	120.908
3256.46	85.9667
3255.53	99.3849
3254.6	85.9423
3253.67	91.3007
3252.74	112.767
3251.81	115.436
3250.88	91.2618
3249.95	88.565
3249.01	120.753
3248.08	91.2228
3247.15	109.988
3246.22	83.1501
3245.29	101.911
3244.35	91.171
3243.42	107.245
3242.49	104.549
3241.56	99.1732
3240.62	85.7592
3239.69	104.504
3238.76	96.4517
3237.82	101.796
3236.89	101.781
3235.96	96.4105
3235.02	101.752
3234.09	117.802
3233.16	82.9848
3232.22	99.0322
3231.29	101.694
3230.35	88.3009
3229.42	101.665
3228.48	93.6259
3227.55	77.5647
3226.61	96.2735
3225.68	93.5859
3224.74	104.267
3223.81	98.9055
3222.87	90.8732
3221.94	104.222
3221	101.535
3220.07	98.8493
3219.13	114.863
3218.2	88.1378
3217.26	101.478
3216.32	96.1229
3215.39	114.797
3214.45	117.45
3213.51	90.744
3212.58	93.3997
3211.64	96.0546
3210.7	101.377
3209.76	85.3575
3208.83	88.0124
3207.89	109.333
3206.95	98.6525
3206.01	103.97
3205.08	95.9589
3204.14	93.2801
3203.2	101.261
3202.26	114.569
3201.32	103.896
3200.39	103.882
3199.45	125.173
3198.51	98.5262
3197.57	127.8
3196.63	122.457
3195.69	98.4841
3194.75	103.793
3193.81	98.4561
